Article Content,Category
"The last few years have witnessed a number of transformations at Aptiv. In May 2017, the company, then known as Delphi Automotive, spun off of its powertrain segment and rebranded itself as a new company: Delphi Technologies. A few months later, that company was renamed Aptiv. The rebrand was intended to focus the company’s software, electrical components, and other work on autonomous vehicles.",Companies Working on Autonomous Cars
"In October 2017, Delphi acquired autonomous software development shop nuTonomy, Inc. for $400M upfront. The goal of the acquisition was to get more than 60 Aptiv-branded autonomous cars onto public roads by the end of the year. The acquired startup had a strong track record: in 2016, nuTonomy integrated self-driving car technology into a ride-hailing service for the very first time in Singapore. It then also became the first to test such technology on public streets in Boston, Massachusetts. In April 2018 (after the acquisition), nuTonomy was officially named a finalist for Fast Company’s 2018 World Changing Ideas Awards.",Companies Working on Autonomous Cars
"The company has also partnered with Quanergy Systems to develop and deploy solid-state lidar, which could dramatically lower the cost of these systems.",Companies Working on Autonomous Cars
"Read more: Reuters, CNET, Ars Technica, Delphi, AP",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
Audi has made big promises about its plans for autonomous and electric vehicles. The German brand has said it plans to spend close to $16B on self-driving and sustainable tech by 2023.,Companies Working on Autonomous Cars
"Those efforts were primarily being undertaken by Autonomous Intelligent Driving (AID), Audi’s self-driving technology outfit, first launched in 2017. The operation, which is based in Munich and boasts more than 200 employees, had 12 autonomous vehicles on public roads in its home city in 2018.",Companies Working on Autonomous Cars
"Audi chief technology officer Alexandre Haag has compared AID to GM’s self-driving unit, Cruise, and Ford’s unit, Argo. But Haag is pragmatic about the realities of getting autonomous fleets deployed, given how much rests on the dependability — and safety — of the technology. He said:",Companies Working on Autonomous Cars
"“Getting to 90 percent [in perception] is fairly easy. Getting to 95 percent starts to get interesting. And then you still need to go way beyond that. Nine point nine nine nine nine… Adding each nine is ten times harder. When you’re at 95 percent, you’ve just scratched the surface.”",Companies Working on Autonomous Cars
"Audi formed new technology partnerships in an effort to expedite its autonomous timelines. In December 2018, the company announced that AID would partner with Luminar, a Silicon Valley manufacturer of lidar sensors and perception software that also works with Volvo and Toyota. But in June 2020, AID was acquired by the US-based startup Argo AI — jointly owned by Ford and Audi’s parent Volkswagen — and became its European headquarters and fifth engineering center.",Companies Working on Autonomous Cars
Audi is also part of the German consortium — which includes Daimler and BMW — that bought Nokia’s HERE precision mapping assets for $3.1B. HERE has made strides in designing an open specification for vehicle sensor data collected and transmitted to the cloud by connected vehicles.,Companies Working on Autonomous Cars
"Audi has revealed several autonomous vehicle prototypes derived from its A7 and RS 7 models, including consumer-oriented test vehicles. In July 2016, news broke that Audi was joining many automotive peers by setting up its own advanced subsidiary, SDS Company, to focus on self-driving tech. In April 2017, Audi hired former Tesla Autopilot program manager Alexandre Haag as the unit’s CTO. In June 2020, he was appointed the head of technology for Argo AI’s Munich office.",Companies Working on Autonomous Cars
"Audi plans to commercialize its technology in its next-generation A8 flagship, although the vehicle’s SAE Level 3 automation will have limited availability, pending regulatory approval. The luxury brand operates under the umbrella of the Volkswagen Group, so developments within the division could have broader implications going forward, as evident in the case of AID and Argo AI.",Companies Working on Autonomous Cars
"While a fully autonomous fleet may still be a ways away for Audi, the company has been among the most aggressive at introducing semi-autonomous options to the market.",Companies Working on Autonomous Cars
"In July 2017, Audi unveiled its new flagship A8, which has a controversial autonomous driving feature that lets drivers fully take their hands off the wheel while the car drives up to 37 mph. At the time, it was the first vehicle in production that could actually allow its users to “drive” hands-free.",Companies Working on Autonomous Cars
"The 2019 A8 model includes an enhanced suite of semi-autonomous features, including adaptive cruise control and collision mitigation capabilities, as well as improved object recognition.",Companies Working on Autonomous Cars
"The Audi A8 with the full complement of self-driving features has only been initially approved for release and made street-legal in Europe. But the company seems to be taking a step back: its A8 sedan won’t be equipped with the Level 3 partial automation system, called Traffic Jam Pilot, due to safety concerns and the lack of a legal framework.",Companies Working on Autonomous Cars
